Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
1400,352,11.76,[OP010] Catch Fixation FIXA1,1247,314,10.48,1.28,P12_R02,6,Picking in front,OP010,R02,P12
1447,364,12.16,[OP010] Put down component,1400,352,11.76,0.4,P12_R02,11,Put down component,OP010,R02,P12
3704,933,31.12,[OP010] Place LARD on Profile P360-1,3409,858,28.64,2.48,P12_R02,12,Assemble system,OP010,R02,P12
3885,978,32.64,[OP010] Catch component,3742,942,31.44,1.2,P12_R02,10,Take component,OP010,R02,P12
4389,1105,36.88,[OP010] Place FIXA1 on LARD at 160mm,3932,990,33.04,3.84,P12_R02,12,Assemble system,OP010,R02,P12
4566,1150,38.36,[OP010] Take screwdriver,4399,1108,36.96,1.4,P12_R02,4,Take screwdriver,OP010,R02,P12
4794,1207,40.28,[OP010] Screw FIXA1 with B820,4566,1150,38.36,1.92,P12_R02,12,Assemble system,OP010,R02,P12
4894,1232,41.12,[OP010] Put down screwdriver,4794,1207,40.28,0.84,P12_R02,5,Put down screwdriver,OP010,R02,P12
5023,1265,42.2,[OP010] Take measuring rod,4894,1232,41.12,1.08,P12_R02,8,Take measuring rod,OP010,R02,P12
5775,1454,48.52,[OP010] Place FIXA1 on LARD at 160mm,5023,1265,42.2,6.32,P12_R02,12,Assemble system,OP010,R02,P12
6027,1518,50.64,[OP010] Put down measuring rod,5823,1466,48.92,1.72,P12_R02,9,Put down measuring rod,OP010,R02,P12
6189,1558,52.0,[OP010] Take screwdriver,6027,1518,50.64,1.36,P12_R02,4,Take screwdriver,OP010,R02,P12
6475,1630,54.4,[OP010] Screw FIXA1 with B820,6189,1558,52.0,2.4,P12_R02,12,Assemble system,OP010,R02,P12
6675,1681,56.08,[OP010] Put down screwdriver,6475,1630,54.4,1.68,P12_R02,5,Put down screwdriver,OP010,R02,P12
7217,1817,60.64,[OP020] Turn sheets,6894,1736,57.92,2.72,P12_R02,3,Turn sheets,OP020,R02,P12
7432,1871,62.44,[OP020] Catch Bolt B820,7227,1820,60.72,1.72,P12_R02,7,Picking left,OP020,R02,P12
7613,1917,63.96,[OP020] Catch Fixation FIXA1,7436,1873,62.48,1.48,P12_R02,6,Picking in front,OP020,R02,P12
7836,1973,65.84,[OP020] Catch Fixture key LARD,7613,1917,63.96,1.88,P12_R02,7,Picking left,OP020,R02,P12
8351,2103,70.16,[OP020] Place LARD on P360-1,7889,1986,66.28,3.88,P12_R02,12,Assemble system,OP020,R02,P12
8884,2237,74.64,[OP020] Place FIXA1 on LARD at 160mm,8474,2134,71.2,3.44,P12_R02,12,Assemble system,OP020,R02,P12
9050,2279,76.04,[OP020] Take screwdriver,8893,2239,74.72,1.32,P12_R02,4,Take screwdriver,OP020,R02,P12
9227,2323,77.52,[OP020] Screw FIXA1 with B820,9050,2279,76.04,1.48,P12_R02,12,Assemble system,OP020,R02,P12
9350,2354,78.56,[OP020] Put down screwdriver,9227,2323,77.52,1.04,P12_R02,5,Put down screwdriver,OP020,R02,P12
9507,2394,79.88,[OP020] Take measuring rod,9350,2354,78.56,1.32,P12_R02,8,Take measuring rod,OP020,R02,P12
9998,2517,84.0,[OP020] Place FIXA1 on LARD at 160mm,9507,2394,79.88,4.12,P12_R02,12,Assemble system,OP020,R02,P12
10155,2557,85.32,[OP020] Put down measuring rod,9998,2517,84.0,1.32,P12_R02,9,Put down measuring rod,OP020,R02,P12
10355,2607,87.0,[OP020] Take screwdriver,10155,2557,85.32,1.68,P12_R02,4,Take screwdriver,OP020,R02,P12
10650,2682,89.48,[OP020] Screw FIXA1 with B820,10355,2607,87.0,2.48,P12_R02,12,Assemble system,OP020,R02,P12
10802,2720,90.76,[OP020] Put down screwdriver,10650,2682,89.48,1.28,P12_R02,5,Put down screwdriver,OP020,R02,P12
11421,2876,95.96,[OP030] Catch Pillow block bearing PAL4019 (x2),11112,2798,93.36,2.6,P12_R02,6,Picking in front,OP030,R02,P12
11597,2920,97.44,[OP030] Catch Pillow block bearing PAL4019 (x2),11421,2876,95.96,1.48,P12_R02,6,Picking in front,OP030,R02,P12
11716,2950,98.44,[OP030] Put down component,11597,2920,97.44,1.0,P12_R02,11,Put down component,OP030,R02,P12
12021,3027,101.0,[OP030] Catch Fixation FIXT (x2),11731,2954,98.56,2.44,P12_R02,6,Picking in front,OP030,R02,P12
12116,3051,101.8,[OP030] Put down component,12021,3027,101.0,0.8,P12_R02,11,Put down component,OP030,R02,P12
12483,3143,104.88,[OP030] Catch Fixture key LARD (x2),12121,3052,101.84,3.04,P12_R02,7,Picking left,OP030,R02,P12
12726,3204,106.92,[OP030] Catch Bolt B840 (x2),12502,3148,105.04,1.88,P12_R02,6,Picking in front,OP030,R02,P12
12788,3220,107.44,[OP030] Put down component,12726,3204,106.92,0.52,P12_R02,11,Put down component,OP030,R02,P12
13307,3351,111.8,[OP030] Place LARD on P360-1 (x2),12883,3244,108.24,3.56,P12_R02,12,Assemble system,OP030,R02,P12
13754,3463,115.56,[OP030] Place LARD on P360-1 (x2),13468,3391,113.16,2.4,P12_R02,12,Assemble system,OP030,R02,P12
13887,3497,116.68,[OP030] Catch component,13754,3463,115.56,1.12,P12_R02,10,Take component,OP030,R02,P12
14268,3593,119.88,[OP030] Place FIXT on LARD (x2),13887,3497,116.68,3.2,P12_R02,12,Assemble system,OP030,R02,P12
14411,3629,121.08,[OP030] Catch component,14268,3593,119.88,1.2,P12_R02,10,Take component,OP030,R02,P12
14673,3695,123.28,[OP030] Place PAL4019 on FIXT (x2),14411,3629,121.08,2.2,P12_R02,12,Assemble system,OP030,R02,P12
14806,3728,124.4,[OP030] Catch component,14673,3695,123.28,1.12,P12_R02,10,Take component,OP030,R02,P12
14968,3769,125.76,[OP030] Place PAL4019 on FIXT (x2),14806,3728,124.4,1.36,P12_R02,12,Assemble system,OP030,R02,P12
15244,3839,128.08,[OP030] Catch component,15078,3797,126.68,1.4,P12_R02,10,Take component,OP030,R02,P12
15558,3918,130.72,[OP030] Place FIXT on LARD (x2),15335,3861,128.84,1.88,P12_R02,12,Assemble system,OP030,R02,P12
15773,3972,132.52,[OP030] Catch component,15625,3934,131.28,1.24,P12_R02,10,Take component,OP030,R02,P12
16120,4059,135.44,[OP030] Place PAL4019 on FIXT (x2),15773,3972,132.52,2.92,P12_R02,12,Assemble system,OP030,R02,P12
16339,4114,137.28,[OP030] Catch component,16163,4070,135.8,1.48,P12_R02,10,Take component,OP030,R02,P12
16606,4181,139.52,[OP030] Place PAL4019 on FIXT (x2),16339,4114,137.28,2.24,P12_R02,12,Assemble system,OP030,R02,P12
16777,4225,140.96,[OP030] Take screwdriver,16606,4181,139.52,1.44,P12_R02,4,Take screwdriver,OP030,R02,P12
17053,4294,143.28,[OP030] Screw PAL4019 with B820 (x2),16777,4225,140.96,2.32,P12_R02,12,Assemble system,OP030,R02,P12
17729,4464,148.96,[OP030] Screw PAL4019 with B820 (x2),17429,4389,146.44,2.52,P12_R02,12,Assemble system,OP030,R02,P12
18463,4649,155.12,[OP030] Screw PAL4019 with B820 (x2),17882,4503,150.24,4.88,P12_R02,12,Assemble system,OP030,R02,P12
18701,4709,157.12,[OP030] Put down screwdriver,18463,4649,155.12,2.0,P12_R02,5,Put down screwdriver,OP030,R02,P12
19510,4913,163.92,[OP030] Put down Profile P360-1,18977,4778,159.44,4.48,P12_R02,14,Put down subsystem,OP030,R02,P12
19838,4995,166.68,[OP040] Turn sheets,19572,4928,164.44,2.24,P12_R02,3,Turn sheets,OP040,R02,P12
20053,5049,168.48,[OP040] Turn sheets,19900,5011,167.2,1.28,P12_R02,3,Turn sheets,OP040,R02,P12
20172,5079,169.48,[OP040] Catch Fixation FIXA2,20053,5049,168.48,1.0,P12_R02,6,Picking in front,OP040,R02,P12
20457,5151,171.88,[OP040] Catch Bolt B820,20253,5100,170.16,1.72,P12_R02,7,Picking left,OP040,R02,P12
21200,5338,178.12,[OP040] Place FIXA2 on P360-2,20767,5229,174.48,3.64,P12_R02,12,Assemble system,OP040,R02,P12
21367,5380,179.52,[OP040] Take screwdriver,21214,5342,178.24,1.28,P12_R02,4,Take screwdriver,OP040,R02,P12
21709,5467,182.4,[OP040] Screw FIXA2 with B820,21367,5380,179.52,2.88,P12_R02,12,Assemble system,OP040,R02,P12
21838,5499,183.48,[OP040] Put down screwdriver,21709,5467,182.4,1.08,P12_R02,5,Put down screwdriver,OP040,R02,P12
22771,5734,191.32,[OP040] Catch Strap clamps BRIT (x2),22552,5679,189.48,1.84,P12_R02,7,Picking left,OP040,R02,P12
22962,5782,192.92,[OP040] Catch Strap clamps BRIT (x2),22781,5736,191.4,1.52,P12_R02,7,Picking left,OP040,R02,P12
23195,5841,194.88,[OP040] Catch Bolt B820PT,22971,5784,193.0,1.88,P12_R02,7,Picking left,OP040,R02,P12
23576,5936,198.08,[OP040] Catch Fixation FIXL,23347,5879,196.16,1.92,P12_R02,6,Picking in front,OP040,R02,P12
24018,6048,201.8,[OP040] Put down component,23914,6022,200.92,0.88,P12_R02,11,Put down component,OP040,R02,P12
24180,6089,203.16,[OP040] Catch component,24076,6062,202.28,0.88,P12_R02,10,Take component,OP040,R02,P12
24899,6270,209.2,[OP040] Place BRIT1 and BRIT2 on FIXL,24180,6089,203.16,6.04,P12_R02,12,Assemble system,OP040,R02,P12
25071,6313,210.64,[OP040] Catch component,24928,6277,209.44,1.2,P12_R02,10,Take component,OP040,R02,P12
25242,6356,212.08,[OP040] Place BRIT1 and BRIT2 on FIXL,25071,6313,210.64,1.44,P12_R02,12,Assemble system,OP040,R02,P12
25361,6386,213.08,[OP040] Catch component,25242,6356,212.08,1.0,P12_R02,10,Take component,OP040,R02,P12
26018,6551,218.6,[OP040] Place FIXL on P360-2,25447,6408,213.8,4.8,P12_R02,12,Assemble system,OP040,R02,P12
26189,6595,220.04,[OP040] Take screwdriver,26047,6559,218.84,1.2,P12_R02,4,Take screwdriver,OP040,R02,P12
26537,6682,222.96,[OP040] Screw FIXL with B820PT,26189,6595,220.04,2.92,P12_R02,12,Assemble system,OP040,R02,P12
26704,6724,224.36,[OP040] Put down screwdriver,26537,6682,222.96,1.4,P12_R02,5,Put down screwdriver,OP040,R02,P12
27189,6846,228.44,[OP050] Turn sheets,26875,6767,225.8,2.64,P12_R02,3,Turn sheets,OP050,R02,P12
27641,6960,232.24,[OP050] Catch Bolt B820PT,27446,6911,230.6,1.64,P12_R02,7,Picking left,OP050,R02,P12
27870,7018,234.16,[OP050] Catch Profile P040,27699,6975,232.72,1.44,P12_R02,6,Picking in front,OP050,R02,P12
28165,7092,236.64,[OP050] Catch Strap clamps BRIT (x2),27875,7019,234.2,2.44,P12_R02,7,Picking left,OP050,R02,P12
29255,7367,245.8,[OP050] Place BRIT1 and BRIT2 on P040,28808,7254,242.04,3.76,P12_R02,12,Assemble system,OP050,R02,P12
29436,7412,247.32,[OP050] Catch component,29303,7379,246.2,1.12,P12_R02,10,Take component,OP050,R02,P12
30698,7730,257.92,[OP050] Place P040 on P360-2,29517,7433,248.0,9.92,P12_R02,12,Assemble system,OP050,R02,P12
30869,7773,259.36,[OP050] Take screwdriver,30698,7730,257.92,1.44,P12_R02,4,Take screwdriver,OP050,R02,P12
31269,7874,262.72,[OP050] Screw P040 with B820PT,30869,7773,259.36,3.36,P12_R02,12,Assemble system,OP050,R02,P12
31464,7923,264.36,[OP050] Put down screwdriver,31269,7874,262.72,1.64,P12_R02,5,Put down screwdriver,OP050,R02,P12
31926,8039,268.24,[OP060] Turn sheets,31688,7979,266.24,2.0,P12_R02,3,Turn sheets,OP060,R02,P12
32140,8093,270.04,[OP060] Catch Fixation FIXA1,31940,8043,268.36,1.68,P12_R02,6,Picking in front,OP060,R02,P12
32350,8146,271.8,[OP060] Catch Fixture key LARD,32155,8097,270.16,1.64,P12_R02,7,Picking left,OP060,R02,P12
32574,8202,273.68,[OP060] Catch Bolt B820 (x2),32350,8146,271.8,1.88,P12_R02,7,Picking left,OP060,R02,P12
33059,8324,277.76,[OP060] Place LARD on P040 (P360-2),32836,8268,275.88,1.88,P12_R02,12,Assemble system,OP060,R02,P12
33740,8496,283.48,[OP060] Place FIXA1 on P360-2,33264,8376,279.48,4.0,P12_R02,12,Assemble system,OP060,R02,P12
33931,8544,285.08,[OP060] Take screwdriver,33740,8496,283.48,1.6,P12_R02,4,Take screwdriver,OP060,R02,P12
34507,8689,289.92,[OP060] Screw FIXA1 with B820,33931,8544,285.08,4.84,P12_R02,12,Assemble system,OP060,R02,P12
34721,8743,291.72,[OP060] Put down screwdriver,34507,8689,289.92,1.8,P12_R02,5,Put down screwdriver,OP060,R02,P12
35111,8841,295.0,[OP060] Turn sheets,34792,8761,292.32,2.68,P12_R02,3,Turn sheets,OP060,R02,P12
35587,8961,299.0,[OP060] Catch Bolt B820 (x2),35359,8903,297.08,1.92,P12_R02,7,Picking left,OP060,R02,P12
35811,9017,300.88,[OP060] Catch Fixation FIXA2,35649,8977,299.52,1.36,P12_R02,6,Picking in front,OP060,R02,P12
36325,9147,305.2,[OP060] Place FIXA2 on P360-2,35868,9032,301.36,3.84,P12_R02,12,Assemble system,OP060,R02,P12
36530,9198,306.92,[OP060] Take screwdriver,36325,9147,305.2,1.72,P12_R02,4,Take screwdriver,OP060,R02,P12
38844,9781,326.36,[OP060] Screw FIXA2 with B820,38363,9660,322.32,4.04,P12_R02,12,Assemble system,OP060,R02,P12
39072,9839,328.28,[OP060] Put down screwdriver,38844,9781,326.36,1.92,P12_R02,5,Put down screwdriver,OP060,R02,P12
39910,10050,335.32,[OP070] Catch P360-1,39591,9969,332.64,2.68,P12_R02,13,Take subsystem,OP070,R02,P12
40096,10096,336.88,[OP070] Catch Disk DI2T,39924,10053,335.44,1.44,P12_R02,6,Picking in front,OP070,R02,P12
40267,10139,338.32,[OP070] Catch Nut ECR8,40096,10096,336.88,1.44,P12_R02,7,Picking left,OP070,R02,P12
40324,10154,338.8,[OP070] Put down component,40267,10139,338.32,0.48,P12_R02,11,Put down component,OP070,R02,P12
40581,10219,340.96,[OP070] Catch Bolt B835,40386,10169,339.32,1.64,P12_R02,7,Picking left,OP070,R02,P12
40629,10231,341.36,[OP070] Put down component,40581,10219,340.96,0.4,P12_R02,11,Put down component,OP070,R02,P12
40772,10267,342.56,[OP070] Place DI2T on P360-2,40629,10231,341.36,1.2,P12_R02,12,Assemble system,OP070,R02,P12
41762,10516,350.88,[OP070] Catch component,41586,10472,349.4,1.48,P12_R02,10,Take component,OP070,R02,P12
42019,10581,353.04,[OP070] Place ECR8 on DI2T,41762,10516,350.88,2.16,P12_R02,12,Assemble system,OP070,R02,P12
42191,10624,354.48,[OP070] Catch component,42057,10590,353.36,1.12,P12_R02,10,Take component,OP070,R02,P12
42676,10746,358.56,[OP070] Take screwdriver,42510,10704,357.16,1.4,P12_R02,4,Take screwdriver,OP070,R02,P12
42962,10818,360.96,[OP070] Screw P360-2 with B835,42676,10746,358.56,2.4,P12_R02,12,Assemble system,OP070,R02,P12
43114,10856,362.24,[OP070] Put down screwdriver,42962,10818,360.96,1.28,P12_R02,5,Put down screwdriver,OP070,R02,P12
44242,11140,371.72,[OP070] Put down Lower Part,43400,10928,364.64,7.08,P12_R02,14,Put down subsystem,OP070,R02,P12
714,180,6.0,[OP010] Turn sheets,338,85,2.84,3.16,P13_R02,3,Turn sheets,OP010,R02,P13
1091,275,9.16,[OP010] Catch Fixation FIXA1,786,198,6.6,2.56,P13_R02,6,Picking in front,OP010,R02,P13
1329,334,11.16,[OP010] Catch Bolt B820,1091,275,9.16,2.0,P13_R02,7,Picking left,OP010,R02,P13
1762,444,14.8,[OP010] Catch Fixture key LARD,1329,334,11.16,3.64,P13_R02,7,Picking left,OP010,R02,P13
3167,797,26.6,[OP010] Place LARD on Profile P360-1,2214,557,18.6,8.0,P13_R02,12,Assemble system,OP010,R02,P13
3872,975,32.52,[OP010] Place FIXA1 on LARD at 160mm,3210,808,26.96,5.56,P13_R02,12,Assemble system,OP010,R02,P13
4053,1020,34.04,[OP010] Take screwdriver,3872,975,32.52,1.52,P13_R02,4,Take screwdriver,OP010,R02,P13
4414,1111,37.08,[OP010] Screw FIXA1 with B820,4053,1020,34.04,3.04,P13_R02,12,Assemble system,OP010,R02,P13
4586,1154,38.52,[OP010] Take measuring rod,4414,1111,37.08,1.44,P13_R02,8,Take measuring rod,OP010,R02,P13
5091,1282,42.76,[OP010] Place FIXA1 on LARD at 160mm,4586,1154,38.52,4.24,P13_R02,12,Assemble system,OP010,R02,P13
5367,1351,45.08,[OP010] Screw FIXA1 with B820,5091,1282,42.76,2.32,P13_R02,12,Assemble system,OP010,R02,P13
5481,1380,46.04,[OP010] Put down measuring rod,5367,1351,45.08,0.96,P13_R02,9,Put down measuring rod,OP010,R02,P13
5743,1446,48.24,[OP010] Put down screwdriver,5481,1380,46.04,2.2,P13_R02,5,Put down screwdriver,OP010,R02,P13
6381,1606,53.6,[OP020] Turn sheets,5991,1508,50.32,3.28,P13_R02,3,Turn sheets,OP020,R02,P13
6581,1657,55.28,[OP020] Catch Fixation FIXA1,6381,1606,53.6,1.68,P13_R02,6,Picking in front,OP020,R02,P13
6872,1730,57.72,[OP020] Catch Bolt B820,6581,1657,55.28,2.44,P13_R02,7,Picking left,OP020,R02,P13
7210,1815,60.56,[OP020] Catch Fixture key LARD,6976,1756,58.6,1.96,P13_R02,7,Picking left,OP020,R02,P13
7662,1929,64.36,[OP020] Place FIXA1 on LARD at 160mm,7491,1886,62.92,1.44,P13_R02,12,Assemble system,OP020,R02,P13
8043,2025,67.56,[OP020] Place LARD on P360-1,7762,1954,65.2,2.36,P13_R02,12,Assemble system,OP020,R02,P13
8453,2128,71.0,[OP020] Place FIXA1 on LARD at 160mm,8153,2052,68.48,2.52,P13_R02,12,Assemble system,OP020,R02,P13
8629,2172,72.48,[OP020] Take screwdriver,8453,2128,71.0,1.48,P13_R02,4,Take screwdriver,OP020,R02,P13
8905,2242,74.8,[OP020] Screw FIXA1 with B820,8629,2172,72.48,2.32,P13_R02,12,Assemble system,OP020,R02,P13
9334,2350,78.4,[OP020] Take screwdriver,9167,2308,77.0,1.4,P13_R02,4,Take screwdriver,OP020,R02,P13
9543,2402,80.16,[OP020] Place FIXA1 on LARD at 160mm,9334,2350,78.4,1.76,P13_R02,12,Assemble system,OP020,R02,P13
9757,2456,81.96,[OP020] Screw FIXA1 with B820,9543,2402,80.16,1.8,P13_R02,12,Assemble system,OP020,R02,P13
9938,2502,83.48,[OP020] Put down measuring rod,9757,2456,81.96,1.52,P13_R02,9,Put down measuring rod,OP020,R02,P13
10148,2555,85.24,[OP020] Put down screwdriver,9938,2502,83.48,1.76,P13_R02,5,Put down screwdriver,OP020,R02,P13
12224,3077,102.68,[OP030] Catch Fixation FIXT (x2),11877,2990,99.76,2.92,P13_R02,6,Picking in front,OP030,R02,P13
12815,3226,107.64,[OP030] Catch Fixture key LARD (x2),12319,3101,103.48,4.16,P13_R02,7,Picking left,OP030,R02,P13
12967,3264,108.92,[OP030] Catch Cover CAPO (x2),12815,3226,107.64,1.28,P13_R02,6,Picking in front,OP030,R02,P13
12991,3270,109.12,[OP030] Put down component,12967,3264,108.92,0.2,P13_R02,11,Put down component,OP030,R02,P13
13162,3313,110.56,[OP030] Catch Cover CAPO (x2),12991,3270,109.12,1.44,P13_R02,6,Picking in front,OP030,R02,P13
13196,3322,110.84,[OP030] Put down component,13162,3313,110.56,0.28,P13_R02,11,Put down component,OP030,R02,P13
13538,3408,113.72,[OP030] Catch Pillow block bearing PAL4019 (x2),13310,3351,111.8,1.92,P13_R02,6,Picking in front,OP030,R02,P13
13743,3460,115.44,[OP030] Catch Pillow block bearing PAL4019 (x2),13538,3408,113.72,1.72,P13_R02,6,Picking in front,OP030,R02,P13
13867,3491,116.48,[OP030] Put down component,13772,3467,115.68,0.8,P13_R02,11,Put down component,OP030,R02,P13
15405,3878,129.4,[OP030] Place LARD on P360-1 (x2),14024,3530,117.8,11.6,P13_R02,12,Assemble system,OP030,R02,P13
16000,4028,134.4,[OP030] Place LARD on P360-1 (x2),15515,3906,130.32,4.08,P13_R02,12,Assemble system,OP030,R02,P13
16262,4094,136.6,[OP030] Catch component,16053,4041,134.84,1.76,P13_R02,10,Take component,OP030,R02,P13
16596,4178,139.4,[OP030] Catch component,16400,4129,137.76,1.64,P13_R02,10,Take component,OP030,R02,P13
17748,4468,149.08,[OP030] Place FIXT on LARD (x2),16596,4178,139.4,9.68,P13_R02,12,Assemble system,OP030,R02,P13
17996,4530,151.16,[OP030] Catch component,17829,4488,149.76,1.4,P13_R02,10,Take component,OP030,R02,P13
18210,4584,152.96,[OP030] Place PAL4019 on FIXT (x2),17996,4530,151.16,1.8,P13_R02,12,Assemble system,OP030,R02,P13
21343,5373,179.28,[OP030] Place PAL4019 on FIXT (x2),18258,4596,153.36,25.92,P13_R02,12,Assemble system,OP030,R02,P13
22334,5622,187.6,[OP030] Place PAL4019 on FIXT (x2),21477,5407,180.4,7.2,P13_R02,12,Assemble system,OP030,R02,P13
23001,5790,193.2,[OP030] Consult sheets,22524,5670,189.2,4.0,P13_R02,2,Consult sheets,OP030,R02,P13
23415,5894,196.68,[OP030] Catch Bolt B840 (x2),23044,5801,193.56,3.12,P13_R02,7,Picking left,OP030,R02,P13
23577,5935,198.04,[OP030] Place PAL4019 on FIXT (x2),23429,5898,196.8,1.24,P13_R02,12,Assemble system,OP030,R02,P13
23791,5989,199.84,[OP030] Place PAL4019 on FIXT (x2),23639,5951,198.56,1.28,P13_R02,12,Assemble system,OP030,R02,P13
24191,6090,203.2,[OP030] Take screwdriver,23791,5989,199.84,3.36,P13_R02,4,Take screwdriver,OP030,R02,P13
25915,6524,217.68,[OP030] Screw PAL4019 with B820 (x2),24191,6090,203.2,14.48,P13_R02,12,Assemble system,OP030,R02,P13
26610,6699,223.52,[OP030] Screw PAL4019 with B820 (x2),26091,6568,219.16,4.36,P13_R02,12,Assemble system,OP030,R02,P13
27310,6875,229.4,[OP030] Screw PAL4019 with B820 (x2),26858,6761,225.6,3.8,P13_R02,12,Assemble system,OP030,R02,P13
27501,6923,231.0,[OP030] Put down screwdriver,27310,6875,229.4,1.6,P13_R02,5,Put down screwdriver,OP030,R02,P13
27691,6971,232.6,[OP030] Catch component,27548,6935,231.4,1.2,P13_R02,10,Take component,OP030,R02,P13
27939,7033,234.68,[OP030] Place CAPO on P360-1(x2),27691,6971,232.6,2.08,P13_R02,12,Assemble system,OP030,R02,P13
28744,7236,241.44,[OP030] Place CAPO on P360-1(x2),27996,7048,235.16,6.28,P13_R02,12,Assemble system,OP030,R02,P13
29425,7407,247.16,[OP030] Put down Profile P360-1,28953,7289,243.2,3.96,P13_R02,14,Put down subsystem,OP030,R02,P13
30077,7572,252.64,[OP040] Turn sheets,29715,7481,249.6,3.04,P13_R02,3,Turn sheets,OP040,R02,P13
30353,7641,254.96,[OP040] Catch Fixation FIXA2,30120,7582,253.0,1.96,P13_R02,6,Picking in front,OP040,R02,P13
30620,7708,257.2,[OP040] Catch Bolt B820,30353,7641,254.96,2.24,P13_R02,7,Picking left,OP040,R02,P13
31296,7879,262.88,[OP040] Place FIXA2 on P360-2,30891,7777,259.48,3.4,P13_R02,12,Assemble system,OP040,R02,P13
31468,7922,264.32,[OP040] Take screwdriver,31296,7879,262.88,1.44,P13_R02,4,Take screwdriver,OP040,R02,P13
31810,8008,267.2,[OP040] Screw FIXA2 with B820,31468,7922,264.32,2.88,P13_R02,12,Assemble system,OP040,R02,P13
32082,8076,269.48,[OP040] Put down screwdriver,31810,8008,267.2,2.28,P13_R02,5,Put down screwdriver,OP040,R02,P13
32672,8225,274.44,[OP040] Catch Fixation FIXL,32372,8149,271.92,2.52,P13_R02,6,Picking in front,OP040,R02,P13
32887,8279,276.24,[OP040] Catch Strap clamps BRIT (x2),32672,8225,274.44,1.8,P13_R02,7,Picking left,OP040,R02,P13
33730,8491,283.32,[OP040] Place BRIT1 and BRIT2 on FIXL,33039,8317,277.52,5.8,P13_R02,12,Assemble system,OP040,R02,P13
34049,8571,286.0,[OP040] Catch Bolt B820PT,33834,8517,284.2,1.8,P13_R02,7,Picking left,OP040,R02,P13
34372,8653,288.72,[OP040] Place FIXL on P360-2,34153,8598,286.88,1.84,P13_R02,12,Assemble system,OP040,R02,P13
34530,8692,290.04,[OP040] Catch component,34415,8664,289.08,0.96,P13_R02,10,Take component,OP040,R02,P13
34887,8782,293.04,[OP040] Place BRIT1 and BRIT2 on FIXL,34530,8692,290.04,3.0,P13_R02,12,Assemble system,OP040,R02,P13
